,handle,created_at,tweet_text
577,RepBuddyCarter,2022-12-01T11:18:40.000Z,"RT @MariaBartiromo: Big show tomorrow. Join us @MorningsMaria @FoxBusiness 6-9am et  @MarkTepperSWP 
 @ToddPiro w one of the unions who rej…"
578,RepBuddyCarter,2022-11-30T14:00:01.000Z,"The pharmacist-patient relationship must be protected. The @DeptofDefense must guarantee TRICARE beneficiaries' access to their local pharmacy. 

More in @Militarydotcom ⬇️

https://t.co/jeHpMuDLWP"
579,RepBuddyCarter,2022-11-29T22:52:14.000Z,Congratulations to the US Men’s National Team on their 1-0 victory over Iran to advance out of the group stage. Excited for more! #USMNT 🇺🇸🇺🇸 https://t.co/QUTVegmNxR
580,JudgeCarter,2022-12-06T22:30:00.000Z,"ICYMI: The Verdict is out! Check out my newsletter on what is going on in Washington, DC and TX-31 and sign up here: https://t.co/FhDUj0USNH"
581,JudgeCarter,2022-12-06T19:15:00.000Z,"Whether it’s the Christmas tree or the gifts under it, inflation is stealing Americans’ Christmas cheer this year. https://t.co/ms5Y593IyC"
582,JudgeCarter,2022-12-06T17:08:00.000Z,President Biden STILL has not been to the border.
583,JudgeCarter,2022-12-06T15:45:00.000Z,"The Congressional App Challenge is a great way to get young people interested in technology. Over the weekend, we announced Ayushmaan Dubey as the 2022 TX-31 Congressional App Challenge winner for his app, Rise and Shine. Join me in congratulating Ayushmaan! https://t.co/c9qojMghoH"
584,JudgeCarter,2022-12-05T20:30:00.000Z,"Biden’s legacy: 
✅Record High Inflation
✅Open Borders 
✅Surging Crime
✅Energy Crisis"
585,JudgeCarter,2022-12-05T18:45:00.000Z,.@SecMayorkas has failed to do his job and secure the southern border. He must be held accountable
586,JudgeCarter,2022-12-05T16:42:11.000Z,"In November, my office assisted 211 Central Texas families with issues like back IRS refunds, VA benefits and passport delays and returned over $1,055,335 to constituents.
If you need assistance with a federal agency, please visit my website: https://t.co/GjlwwvT0NR https://t.co/aKsDOTnWQ2"
587,JudgeCarter,2022-12-04T21:32:00.000Z,Biden’s attack on fossil fuels is an attack on American agriculture
588,JudgeCarter,2022-12-04T18:30:31.000Z,"This holiday season, families are being forced to choose between gifts for their loved ones or heating their homes."
589,JudgeCarter,2022-12-03T17:09:44.000Z,Biden’s failure to secure our southern border endangers communities across this country.
650,RepCawthorn,2022-11-24T20:23:32.000Z,https://t.co/tThufPhkrM
651,RepCawthorn,2022-11-11T15:48:14.000Z,"Today we remember those who have served, and the sacrifices they gave for our freedom. https://t.co/3CGDQoVHk0"
652,RepCawthorn,2022-11-08T16:17:07.000Z,North Carolina! Head to the polls! Make your voice heard!
653,RepCawthorn,2022-10-10T16:10:51.000Z,"I am deeply saddened to hear of the passing of Paint Town council member Tommye Saunooke. She will be fervently missed. 

My condolences go out to the Saunooke family and their community as they mourn their loss."
654,RepCawthorn,2022-09-28T17:33:21.000Z,It’s time we took the fight to big tech! https://t.co/w67wxiSkav
655,RepCawthorn,2022-09-23T01:20:16.000Z,"RT @tedcruz: Terrifying.

This is our Commander in Chief."
656,RepCawthorn,2022-09-11T15:01:07.000Z,"Today we remember heroism and the indomitable strength of the American spirit. 
#911NeverForget https://t.co/7V2eRBvdYv"
657,RepCawthorn,2022-08-03T21:28:05.000Z,"I am heartbroken to hear of the passing of Congresswoman Walorski and her two staffers. Jackie was a conservative warrior and an unparalleled advocate for her constituents. Her staff members, Emma and Zachery, were tireless public servants. Congress mourns their loss. https://t.co/84zxC7xdhI"
658,RepCawthorn,2022-08-03T17:06:09.000Z,"This week, I was honored to introduce legislation to close certain loopholes within the Office of Refugee Resettlement and streamline standards for unaccompanied minors entering the United States. 
 
You can more about this legislation HERE. 
https://t.co/GKEjYJ8iE8 https://t.co/zEVH051T4z"
659,RepCawthorn,2022-07-27T16:24:52.000Z,"Honored to join my colleague @RepJimBanks in demanding a response for why our tax dollars are funding CCP linked “education”programs. The American people deserve answers! 

https://t.co/ulXp9ebY5q"
660,RepSteveChabot,2022-11-24T15:05:06.000Z,Wishing you and your family a blessed and Happy Thanksgiving! May your day be filled with love and laughter! https://t.co/k75tCtPWvQ
661,RepSteveChabot,2022-11-24T04:43:16.000Z,The picture below is from his retirement celebration earlier this year. Dr. Owens will be greatly missed. https://t.co/1U3sFyMiM1
662,RepSteveChabot,2022-11-24T04:43:14.000Z,"Donna and I are deeply saddened to learn of Dr. O’Dell Owens’ passing. Throughout his long career, he dedicated his life to serving our community. He touched so many lives, and everyone who knew him was better for the experience."
663,RepSteveChabot,2022-11-16T19:41:23.000Z,"During my time in Congress, I’ve been a friend to Turkey and was heartbroken to learn of the terrorist attack in Istanbul against our important NATO ally. I offer my deepest condolences to the victims’ families and all the Turkish people in the face of this senseless violence."
664,RepSteveChabot,2022-11-11T22:36:28.000Z,"Happy Veterans Day to all the men and women who have served, and are serving, in our nation’s armed services. We owe you a tremendous debt of gratitude for your willingness to risk your life to protect the freedoms and ideals we hold dear. God bless you, and God bless America! https://t.co/Sz8nDLQpLt"
665,RepSteveChabot,2022-11-07T21:31:55.000Z,"As a strong supporter of our nation’s small businesses, I’m honored to receive the Heroes of Main Street award from @NRFnews. Thanks to Jamie Ward, CEO @TireDiscounters, and Alex Boehnke, Manager of Public Affairs @OhioMerchants for presenting the award. https://t.co/G69110kuCA"
666,RepSteveChabot,2022-11-04T16:55:41.000Z,"Really enjoyed my recent small business roundtable discussion with @BoroOhioChamber, focused on their efforts to deal with skyrocketing inflation and supply chain shortages. Thank you to chamber Executive Director Jack Blosser for organizing the event! https://t.co/KqZefOLFTh"
667,RepSteveChabot,2022-11-03T18:55:39.000Z,"Recently, I met with Warren County employees at the county administration building to thank them for their service to our community and to learn more about each department’s work for county residents. Thank you for your time! @WarrenCoCommish https://t.co/5ii3JaCuCT"
668,RepSteveChabot,2022-11-02T20:20:39.000Z,I really enjoyed meeting over 80 veterans as they departed @CVGairport for the final #HonorFlight of the year. We owe our veterans a tremendous debt of gratitude for their sacrifices. Thank you for your service to our nation. God Bless America! https://t.co/T5ZIrEvUMU
669,RepSteveChabot,2022-11-01T21:45:24.000Z,"RT @BradSherman: As Co-Chairs of the Congressional Caucus on #India &amp; Indian Americans, @RepSteveChabot and I relay our deepest condolences…"
670,RepLizCheney,2022-11-24T15:33:29.000Z,https://t.co/oD2KIMqfmq
671,RepLizCheney,2022-11-20T02:47:58.000Z,"With Trump back on Twitter,
it’s a good time to watch this Jan 6 hearing. It covers each of Trump’s tweets that day, including those that have been deleted, and features multiple Trump WH staff describing his inexcusable conduct during the violence. https://t.co/pVSGKf5q0P"
672,RepLizCheney,2022-10-21T18:17:36.000Z,"RT @January6thCmte: In a letter to Mr. Trump, Chair @BennieGThompson and Vice Chair @RepLizCheney underscored Trump’s central role in a del…"
673,RepLizCheney,2022-10-04T23:03:56.000Z,Wishing everyone a blessed and meaningful Yom Kippur to those at home and around the world. G'mar Chatima Tovah! https://t.co/WwK0tYYRHw
674,RepLizCheney,2022-09-25T20:32:56.000Z,Shanah Tovah! Wishing everyone a happy and peaceful new year as Rosh Hashanah begins this evening. https://t.co/4dusg824Ff
675,RepLizCheney,2022-09-23T16:40:27.000Z,"The 1/6 hearings have shown that Trump knew his effort to overturn the election was illegal &amp; unconstitutional. He did it anyway. Trump’s conduct was illegal under existing law and would be under our new bill, too. Our bill also prevents other future efforts to steal elections. https://t.co/HaMCUSY8xv"
676,RepLizCheney,2022-09-22T21:32:29.000Z,"Are you interested in attending @AF_Academy, @WestPoint_USMA, @NavalAcademy, or the Merchant Marine Academy? 

Attend our informational event this Saturday in Cheyenne and meet with representatives from our office, ROTC programs, &amp; our prestigious U.S. Service Academies. https://t.co/ySeX4w7eJt"
677,RepLizCheney,2022-09-22T21:23:02.000Z,RT @HouseAdm_Dems: The Presidential #ElectionReformAct protects the rule of law &amp; reaffirms what is already written in our Constitution. As…
678,RepLizCheney,2022-09-21T22:54:34.000Z,"Today, the House took an important bipartisan step to protect all future presidential elections. It will ensure that self-interested politicians cannot steal from the people the guarantee that our government derives its power from the consent of the governed. 

My full statement: https://t.co/xltH9kJVRo"
679,RepLizCheney,2022-09-21T14:55:06.000Z,"We owe a debt of gratitude to men and women of the Greatest Generation who laid down their lives for our freedom – like Wyoming's own Major Virgil Olds.

I was deeply honored to help with this long overdue tribute to this fallen American hero.
https://t.co/VrbB2gNUIa"
740,RepBenCline,2022-12-06T23:35:00.000Z,".@JoeBiden is doing everything possible to avoid seeing the border crisis firsthand. 

❌14,000 pounds of deadly fentanyl seized in FY22
❌Over 4 million illegal crossings  
❌98 individuals on the terrorist watch list apprehended

What else is more important, Mr. President? https://t.co/8IBJNV9KTZ"
741,RepBenCline,2022-12-06T18:17:34.000Z,"As the Biden admin claims they’re still committed to “phasing out” fossil fuels, look what’s happening in Europe. 

The EU struck a deal to ban new fossil fuel cars &amp; speed up the switch to EVs. 

Now, Switzerland will ban EVs to deal with blackouts. https://t.co/52m1jhZn9f"
742,RepBenCline,2022-12-06T00:30:55.000Z,"The Biden admin’s reckless spending is to blame for record-high inflation, not Americans.

When will the Biden admin take responsibility for the economic disaster they’ve created? https://t.co/RM6vjgpSRo"
743,RepBenCline,2022-12-05T21:16:55.000Z,"The military COVID vaccine mandate has penalized our servicemembers and put America’s readiness at risk. While I’m pleased a federal court provided relief for our airmen, justice is needed for all who chose not to get the jab across all military branches. https://t.co/xiRVprDa3a"
744,RepBenCline,2022-12-05T15:37:12.000Z,"It was great to share coffee and conversation with folks in Warren County. I appreciated hearing their questions and look forward to taking their concerns to Washington.

Check back for an upcoming town hall near you. https://t.co/F7z8erva9w"
745,RepBenCline,2022-12-04T17:05:19.000Z,"It was great to stop by the Shickel Corporation in Bridgewater, which provides design, fabrication, and installation of custom metal products on sites all around the Mid-Atlantic. I got to see one of their latest projects - handrails for the House Chamber floor in the Capitol. https://t.co/Rs738MDOio"
746,RepBenCline,2022-12-03T16:04:28.000Z,"Congratulations to legendary meteorologist and news anchor @RobinReedWDBJ on a well-deserved retirement.
 
His long-running weather reports were a favorite of the Roanoke Valley community and we thank him for his lasting contributions to local journalism. https://t.co/Iy2dDqMqvo"
747,RepBenCline,2022-12-02T16:05:10.000Z,"Over 73,000 known ‘gotaways’ illegally crossed our southern border and escaped into the U.S. last month - the HIGHEST number on record. 

When will @SecMayorkas admit the border is NOT secure? https://t.co/67PqN7xX7e"
748,RepBenCline,2022-12-01T21:22:36.000Z,"Pulling Air Marshals from their mission of protecting our air travel &amp; redeploying them to the southern border to babysit illegal migrants puts our airways at risk.

Please go to the border, see the border, and secure the border, @JoeBiden. https://t.co/jvsb9bdaV8"
749,RepBenCline,2022-12-01T19:23:58.000Z,"The White House looked the other way when conservatives were censored on Twitter. 

Now, they're furious that there's free speech on Twitter. 

I applaud @elonmusk for standing up for #1A. In the new majority, we will strengthen protections and crackdown censorship on Big Tech. https://t.co/xpUSrOIITx"
750,RepCloudTX,2022-12-05T22:33:17.000Z,"In the middle of a military recruitment crisis, Democrats' COVID-19 military vaccine mandate forced the discharge of:

— 1,841 Army soldiers
— 2,032 Navy sailors
— 3,717 Marines

End the mandate and rehire these national heroes! https://t.co/ppOQw7EhgJ"
751,RepCloudTX,2022-12-05T18:42:31.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…"
752,RepCloudTX,2022-12-03T00:14:24.000Z,Delighted to have a Texan at the helm who knows what time it is. https://t.co/mWLFwbjOMk
753,RepCloudTX,2022-12-01T22:35:00.000Z,"RT @FRCdc: ""This is taxpayer-funded human trafficking...It's heartbreaking that this is happening."" 

@RepCloudTX reacts to Project Veritas…"
754,RepCloudTX,2022-12-01T19:27:04.000Z,"During the busiest time of the year, the Biden admin has pulled highly skilled Air Marshals from planes and placed them at the southern border.

Some of their tasks include ""heating up sandwiches"" and ""babysitting"" adult illegal migrants.

Ridiculous.

https://t.co/77cc95DrsB"
755,RepCloudTX,2022-12-01T17:14:31.000Z,"Even Democrats are starting to speak out against Biden's broken border.

This administration has enabled massive amounts of drug smuggling, human trafficking, and record profits for criminal cartels who actively work to undermine this nation.

There must be accountability. https://t.co/Wskyb462RK"
756,RepCloudTX,2022-11-29T13:42:37.000Z,"Our brave Border Patrol agents already face:

— Record high illegal immigrant encounters 
— Record high migrant deaths 
— Record high terrorist encounters 
— Record high ""gotaways""

Repealing Title 42 is insanity.

https://t.co/HtnSmC48Sn"
757,RepCloudTX,2022-11-28T21:42:43.000Z,God bless the pro-freedom protesters fighting back against China's tyrannical regime.
758,RepCloudTX,2022-11-28T19:04:05.000Z,"Alejandro Mayorkas' leadership of DHS has enriched violent cartels, flooded our country with fentanyl, and enabled a heartbreaking humanitarian crisis.

He's lied at every turn and even slandered his own border patrol to push a false agenda.

He should either resign or be fired."
759,RepCloudTX,2022-11-28T18:48:58.000Z,https://t.co/ETEe1ZyHcg
770,Rep_Clyde,2022-12-07T02:33:25.000Z,"James Baker received paychecks from Twitter while doing the FBI’s bidding.

This is government-by-proxy censorship.

Tomorrow, I’m introducing legislation to end this madness. Stay tuned. https://t.co/8jlh7vrd9G"
771,Rep_Clyde,2022-12-06T22:30:44.000Z,"Employing Sam Brinton after his felony charge and admission of guilt exemplifies the Left’s adherence to soft-on-crime policies, refusal to deliver accountability, and disrespect for our government agencies.

It’s clearly time for Sam Brinton to resign.

Read our letter ⬇️ https://t.co/vjNVyXHgWU"
772,Rep_Clyde,2022-12-06T16:56:31.000Z,"Joe Biden believes there are “more important things going on” than the raging border crisis threatening our national security and flooding our communities with deadly fentanyl.

Unconscionable. https://t.co/EaoOgFNzZ5"
773,Rep_Clyde,2022-12-06T16:05:56.000Z,RT @TXRandy14: Our nation is in the midst of an energy crisis – a crisis that was unquestionably created by the Biden Administration’s reck…
774,Rep_Clyde,2022-12-06T14:36:01.000Z,"Following his felony theft charge and admission of guilt, Sam Brinton has no place influencing policy in the federal government.

DOE Secretary Granholm must immediately demand Brinton’s resignation.

https://t.co/k9nWv4J9Bi"
775,Rep_Clyde,2022-12-05T19:26:51.000Z,RT @Jim_Jordan: Maybe the FBI should spend less time working with Big Tech to suppress the Hunter Biden story and more time on solving actu…
776,Rep_Clyde,2022-12-05T18:51:09.000Z,"The Pentagon recently failed its fifth straight audit—as the DOD is unable to account for TRILLIONS of its assets.

This is completely unacceptable.

Americans deserve accountability and full transparency as to how their hard-earned tax dollars are being spent."
777,Rep_Clyde,2022-12-05T16:48:39.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…"
778,Rep_Clyde,2022-12-05T16:20:39.000Z,"The FBI colluded with Big Tech to suppress the Hunter Biden laptop story in the final weeks of the 2020 election to help their preferred candidate: Joe Biden.

Make no mistake, this is election interference.

https://t.co/QCgeqDBkVl"
779,Rep_Clyde,2022-12-03T03:03:23.000Z,"Vijaya Gadde must testify before the House Oversight Committee. 

We need answers—under oath—about her interference in the 2020 election."
790,TomColeOK04,2022-12-06T20:06:45.000Z,"The high cost of Christmas trees caused by @POTUS &amp; Democrats' self-made inflationary &amp; economic crises are certainly not in the holiday spirit. 
https://t.co/awzObJU6LW"
791,TomColeOK04,2022-12-06T16:42:41.000Z,"The clock is ticking to finish pressing legislative items before the end of the year, &amp; while I remain committed to completing this process, I hope Democrats can work with Republicans to finish this work. 

More ⬇
https://t.co/UvAYyKKwPd"
792,TomColeOK04,2022-12-02T20:26:55.000Z,"I'm proud to announce the #OK04 high school nominees for potential appointment to one of America’s military academies. This is an impressive list of the next generation of leaders &amp; their desire to serve is inspiring. #FourthDistrictFriday

More ⬇
https://t.co/8RiAKhOs2L"
793,TomColeOK04,2022-12-02T16:51:39.000Z,"As Congress nears the end of the year, we still need to fund the federal government &amp; pass the NDAA. I hope when lawmakers return next week, Democrats will buckle down to move these bills across the finish line. 

More in my Weekly Chat ⬇️
https://t.co/zJNqLXW8ht"
794,TomColeOK04,2022-11-28T21:45:57.000Z,"Americans will experience the most expensive holiday season on record again this year due to inflation. The incoming @HouseGOP majority remain committed to real solutions to fight inflation, secure our supply chains &amp; lower gas prices.

More ⬇
https://t.co/TRDfqj1SWQ"
795,TomColeOK04,2022-11-26T15:00:00.000Z,"On #SmallBusinessSaturday, we are reminded of the importance of shopping locally &amp; supporting the business owners &amp; entrepreneurs in our own communities. With the holiday season upon us, it is the perfect time to #shopsmall &amp; enrich our communities. https://t.co/AuE1QacIT8"
796,TomColeOK04,2022-11-24T14:30:00.000Z,"🦃 Wishing all Americans a #HappyThanksgiving as we collectively thank the Lord for our family, friends &amp; neighbors, &amp; most profoundly, for the blessing of living in the United States of America. We are blessed to live in this remarkable country.

More: https://t.co/2gcYZkrQ0V https://t.co/1TRA28fG4a"
797,TomColeOK04,2022-11-22T16:24:21.000Z,"This #NationalFamilyCaregiversMonth, we recognize the family caregivers across the U.S. for the care they provide to family members with debilitating &amp; deadly diseases. Their precious time &amp; extraordinary sacrifices are not unnoticed. Thank you for doing this difficult job."
798,TomColeOK04,2022-11-21T18:41:23.000Z,"During #MilitaryFamilyMonth, we recognize, honor &amp; thank military families for their sacrifices &amp; unwavering support of our military &amp; country, as they continuously stand by our men &amp; women in uniform during training, deployments &amp; the challenges of military life. https://t.co/4P0h0IpRnk"
799,TomColeOK04,2022-11-17T21:15:41.000Z,"Proud to join with @RepOHalleran today in the bipartisan introduction of a resolution recognizing November 17 as #NationalRuralHealthDay, during which time we recognize the challenges rural communities face accessing quality health care &amp; commit to addressing these barriers. https://t.co/ZYsWDhM5BY"
800,RepJamesComer,2022-12-07T02:52:33.000Z,RT @LizMacDonaldFOX: @RepJamesComer on the impact of 'The Twitter Files' on #HunterBiden investigation @elonmusk @mtaibbi @bariweiss @Eveni…
801,RepJamesComer,2022-12-06T23:15:55.000Z,"Democrats continue to pressure private companies to censor &amp; manipulate the truth online.

Former @Twitter employees will be held accountable &amp; I fully expect them to appear before @GOPoversight in the 118th Congress.

Republicans will protect Americans' free speech. @SchmittNYC https://t.co/hugEDlnDkR"
802,RepJamesComer,2022-12-06T22:45:05.000Z,RT @GOPLeader: Accountability is coming. https://t.co/2ph9ZMkRn1
803,RepJamesComer,2022-12-06T21:30:30.000Z,".@elonmusk, can you make sure to forward our email inviting James Baker to a @GOPoversight hearing next year? 

We sent it to his @Twitter email.
https://t.co/6W2iZvfjyY https://t.co/GUMJZJ2i12"
804,RepJamesComer,2022-12-06T16:42:32.000Z,"RT @GOPoversight: 🚨@RepJamesComer calls on @Twitter employees @yoyoel, @vijaya, and @thejimbaker who censored the Hunter Biden laptop story…"
805,RepJamesComer,2022-12-06T16:04:32.000Z,"RT @thehill: House GOP probing ""secret"" US-Saudi oil deal https://t.co/9VpH9xjEIn https://t.co/7oDVX4E8lH"
806,RepJamesComer,2022-12-06T16:04:28.000Z,RT @EENewsUpdates: House Oversight and Reform ranking member James Comer assailed President Joe Biden’s energy policies on Sunday and launc…
807,RepJamesComer,2022-12-06T16:04:22.000Z,RT @nypost: Fist-bump fury: GOP to probe 'secret' pre-election Biden oil deal with Saudis https://t.co/s5kf9uBlwA https://t.co/IZa5YUwhcO
808,RepJamesComer,2022-12-06T16:04:17.000Z,RT @bpolitics: House Republicans say they will investigate reports of a failed “secret deal to boost oil production” between Biden administ…
809,RepJamesComer,2022-12-06T16:02:52.000Z,"RT @ScottJenningsKY: Big interview on our podcast this week with @JamesComer @RepJamesComer, incoming Chairman of @GOPoversight. Talked Twi…"
820,RepConnieConway,2022-12-06T17:57:15.000Z,Over the weekend I had the honor of attending a customer appreciation lunch at Willitts Pump irrigation store in Exeter. It was a pleasure meeting new people and seeing old friends. Thank you for the invite. https://t.co/4lvEqflz2y
821,RepConnieConway,2022-12-05T23:15:30.000Z,Over the weekend I held my Military Service Academy nominations. Thank you to the committee that helped with the nomination process. I am excited to award the deserving students of my district an amazing opportunity. https://t.co/WdCenQHrtt
822,RepConnieConway,2022-11-30T02:25:52.000Z,"His memory remains alive through the “Damon P. Nelson Memorial Scholarship Fund” at the College of the Sequoias. 
https://t.co/Tteq8MgYkR"
823,RepConnieConway,2022-11-30T02:24:57.000Z,"Today, on his birthday, we remember the late Damon Nelson, a Central Valley public servant and mentor to many. He was a great American patriot, Veteran of the first Gulf War, and leader of the House Intel Committee under former Congressman Nunes. https://t.co/PNtRGZcMjF"
824,RepConnieConway,2022-11-11T17:41:07.000Z,Thank you to all the brave men and woman who have served our country and defended our freedom. Happy Veterans Day! #ThankYouForYourService https://t.co/CKzi9Mwb4Y
825,RepConnieConway,2022-11-10T15:53:27.000Z,Last week I spoke to a group of Danish farmers at @HarrisRanchCA about Central Valley agriculture. We discussed U.S. government regulations of the ag industry and the Valley’s water crisis. #SupportCaliforniaAgriculture https://t.co/rtYM1TYTEY
826,RepConnieConway,2022-11-09T15:56:14.000Z,"You can read the bill text here:
https://t.co/ShlRogNL1C

and a synopsis here:
https://t.co/Jd1NnsatyE"
827,RepConnieConway,2022-11-09T15:56:14.000Z,"I recently introduced a bill, cosponsored by @RepDavidValadao &amp; @RepMcClintock, to open Hetch Hetchy to public recreation. This bill will ensure Californians can partake in activities such as swimming, boating and camping that are now banned or restricted."
828,RepConnieConway,2022-11-08T18:27:59.000Z,"It’s Election Day! 🇺🇸 Go out and vote, and make your voices heard. 

CA voting information can be found here: 
https://t.co/plXfvbzMUc"
829,RepConnieConway,2022-11-08T00:01:17.000Z,"Over the weekend I had the pleasure of hosting Assemblymember @vfong &amp; CA State Controller candidate @lanheechen at the @WorldAgExpo in Tulare. We discussed Valley Ag &amp; toured the International Agri-Center Heritage Complex, including AgVentures program &amp; museum https://t.co/rgMV1ntCQT"
880,RepRickCrawford,2022-05-03T14:40:26.000Z,"My statement on the apparent leak of a draft SCOTUS ruling which would overturn Roe v. Wade: 
https://t.co/uadDFnTxe1 
#arpx #SCOTUS"
881,RepRickCrawford,2021-08-26T20:10:22.000Z,"My statement on the terrorist attacks in Kabul that killed eleven Marines, one Navy medic, and countless innocents:
https://t.co/h7tqIyhCqS
#Afghanistan #arpx"
882,RepRickCrawford,2021-06-30T23:03:21.000Z,"House Democrats are now defending/considering “art” as “infrastructure” because they want the U.S. to emulate Soviet-style infrastructure? Absolute nonsense… American tax payers won’t go along with this, either. https://t.co/mliBeTruGo"
883,RepRickCrawford,2021-06-25T17:34:16.000Z,It's #NationalCatfishDay! Arkansas Catfish &gt; D.C. Swamp Catfish 🎣 https://t.co/qmGLV4H2MP
884,RepRickCrawford,2021-06-25T14:13:20.000Z,Today is our intern Davis's last day with Team Crawford. He has been a great addition to our DC team and I can't wait to see how he succeeds! https://t.co/JW1vv0U3FY
885,RepRickCrawford,2021-06-24T19:17:09.000Z,"Yes, this must stop and this presents a legitimate policy question:  Do we really want, in effect, to vitiate sanctions on bad actors across the globe? https://t.co/gRveoDfcYR"
886,RepRickCrawford,2021-06-23T13:10:21.000Z,"Over 600k acres of land has been  affected by the recent flooding in SE Arkansas, resulting in approx $200m in damages. I’ll be working with our delegation and my colleagues in our region who’ve been impacted similarly to fully support our producers.

https://t.co/IeqcdemtaF"
887,RepRickCrawford,2021-06-23T00:02:00.000Z,.@KARK4News Thanks 4 covering this. Consider that we recruit young people 18-20 to join military &amp; drive these trucks while being shot @ but then say ‘not on US roads’ under far less hazardous conditions @TRUCKINGdotORG @ARTrucking @ZShannonZ @freightwaves https://t.co/aTUkLq5QZ0
888,RepRickCrawford,2021-06-21T19:03:45.000Z,RT @SenateAgGOP: The Biden administration contends that only 2% of family farms and ranches would be impacted by changes to stepped up basi…
889,RepRickCrawford,2021-06-18T14:25:06.000Z,"I would like to offer my condolences to the family of Robert Holifield, a native of Blytheville, who died earlier this week at 44. Robert spent most of his career advocating for American agriculture and was greatly admired in all he did.
https://t.co/IuEiuedR4n"
890,RepDanCrenshaw,2022-12-06T19:01:44.000Z,"NEW EPISODE!

@BrendanCarrFCC  joins us to talk about how China is using TikTok to commit espionage, train the next generation of AI, and peddle ""digital fentanyl"" to America's youth.

Listen now https://t.co/n0gVPmKpAN https://t.co/OGQnEHcdHs"
891,RepDanCrenshaw,2022-12-06T17:04:21.000Z,"RT @FoxNews: Texas Rep. Dan Crenshaw proposes $6,500 bonus for Border Patrol Agents https://t.co/mOQ87xD462"
892,RepDanCrenshaw,2022-12-06T01:20:48.000Z,"Biden needs to stop with this misguided Obama era obsession. It’s a flawed deal. 

Appeasement doesn’t work. Do not ease pressure. Instead, show support for the brave Iranians in the streets fighting for their lives. https://t.co/VMgkUYR6i4"
893,RepDanCrenshaw,2022-12-02T19:30:17.000Z,"Deadly fentanyl is being trafficked into the U.S. more than it ever has been. The Mexican drug cartels are growing richer, stronger, and more equipped every day.

The Biden Administration doesn’t have a plan. Republicans do."
894,RepDanCrenshaw,2022-12-02T15:25:26.000Z,"Our CBP officers have bore the brunt of the Biden-Harris-Mayorkas border crisis—including dealing with cartels and deadly fentanyl. 

I’m introducing the CBP Hardship and Incentive Pay Act to compensate them for their hard work on the front lines.

https://t.co/dcQlOstdQO"
895,RepDanCrenshaw,2022-12-01T22:34:50.000Z,"The brave Chinese protesters need America’s strength right now. They need support. But you won’t find either of those under the Biden Administration. Instead, just pure cowardice. https://t.co/p9FdYqtbJR"
896,RepDanCrenshaw,2022-12-01T14:56:59.000Z,"RT @TeamCavuto: TOMORROW ON COAST TO COAST:

Texas Congressman @RepDanCrenshaw 
@NewYorkFed President John Williams https://t.co/W8tgFd261N"
897,RepDanCrenshaw,2022-11-30T22:59:00.000Z,"NEW EPISODE: @RepRickCrawford joins us to break down the negotiations between the railroads and their unions, why the Biden Administration is at fault, and what Republicans need to do moving forward to prevent this from ever happening again.

https://t.co/deqJKZHrMZ https://t.co/yh0RakBPSy"
898,RepDanCrenshaw,2022-11-30T19:34:54.000Z,"Every American should know these names: Nemesio Oseguera Cervantes and Ismael Zambada Garcia.

These Mexican drug cartel leaders have facilitated a deadly fentanyl crisis in our country. It’s time we treat them like the terrorists they are. https://t.co/9jWQpXQil2"
899,RepDanCrenshaw,2022-11-29T21:04:39.000Z,“Freedom is never more than one generation away from extinction.” -Ronald Reagan https://t.co/ORoBVEOi7a
920,RepJohnCurtis,2022-12-06T23:23:59.000Z,RT @NN_MyronLizer: Congressman @RepJohnCurtis always make valuable time to meet with Navajo Leadership (Executive &amp; Legislative). We apprec…
921,RepJohnCurtis,2022-12-05T04:57:44.000Z,"PSA to the incoming freshman class in Congress: time to up your sock game. 

#NationalSockDay 

 https://t.co/lE2A1qFFrl"
922,RepJohnCurtis,2022-12-03T05:04:08.000Z,RT @UUtah: We’ll see you in the Rose Bowl 🌹
923,RepJohnCurtis,2022-11-30T19:38:53.000Z,Thank you to the Ute Indian Tribe for the visit to my office in D.C. to discuss the issues at hand between our shared constituents. As we move into the new Congress I look forward to having a strong and open dialogue to get things done. https://t.co/vzVEOzSdrc
924,RepJohnCurtis,2022-11-29T21:04:04.000Z,WHAT A WIN 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#USAvIRN
925,RepJohnCurtis,2022-11-29T16:47:59.000Z,"Saddened to hear about the passing of a colleague. Donald and I served on the same committee and beyond his service in the Halls of Congress, he was a dedicated public servant and my heart goes out to his family and friends. https://t.co/GwpKUuMOqs"
926,RepJohnCurtis,2022-11-28T18:14:04.000Z,"TikTok has failed to assure my committee that it is handling Americans’ personal data responsibly. I wholeheartedly support this request from @cathymcmorris and @RepJamesComer and look forward to more vigorous oversight of Tik Tok in a Republican House. 

https://t.co/XgGFuGJLfT"
927,RepJohnCurtis,2022-11-24T14:00:00.000Z,"Today is a day to be with family, be thankful and express appreciation for all of our blessings.

If you are not with family, as I was in 1980 during my Missionary Service in Taiwan, I hope that you can still gather with others and have a meaningful holiday.

Happy Thanksgiving. https://t.co/FKczepZnyZ"
